序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002445,中南文化,10.130719184875488,3.37,15010091,7974703879.01,8009167396.320001,0.1882213056087494,484502766,092500,092500,0,2/2,2,通用设备
2,000537,绿发电力,10.0,10.34,291642848,21368668319.68,21368668319.68,1.3648152351379395,173857204,092500,092500,0,1/1,1,电力
3,605268,王力安防,9.980430603027344,16.86,73212915,7426703550.0,7524660082.559999,0.9858063459396362,709069167,092502,092502,0,5/5,5,家居用品
4,601789,宁波建工,9.933774948120117,6.64,156683283,7216342637.599999,10121962030.08,2.1712284088134766,361686244,092503,092503,0,3/3,3,房屋建设
5,603803,瑞斯康达,10.0,11.0,119550145,4673719127.0,4673719072.0,2.5579230785369873,109409509,092503,092503,0,1/1,1,通信设备
6,002632,道明光学,10.0,13.64,366112736,7936925190.04,8519531560.320001,4.6591081619262695,74542600,093154,093930,1,1/1,1,塑料
7,002467,二六三,10.0,7.59,2585111888,10374649233.63,10439072508.48,25.238067626953125,94038430,093200,130812,4,1/1,1,通信服务
8,002025,航天电器,9.992148399353027,56.03,1563933760,25430711501.0,25517517883.52,6.195791721343994,132356643,093242,100903,4,1/1,1,军工电子
9,000839,国安股份,10.030394554138184,3.62,602956016,14189771394.24,14189771394.24,4.289919376373291,102025175,093351,093512,1,1/1,1,通信服务
10,002536,飞龙股份,9.991337776184082,38.09,1405351504,20736851148.0,21893594473.920002,6.8978271484375,134950851,093639,094027,1,1/1,1,汽车零部
11,603421,鼎信通讯,10.035842895507812,9.21,207412812,6006674606.31,6006674615.52,3.5234375,90403656,093859,093950,1,1/1,1,通信设备
12,002969,嘉美包装,10.021231651306152,25.91,1230478752,28301207005.420002,28462023897.920002,4.426667213439941,116165127,094006,094315,3,1/1,1,包装印刷
13,300629,新劲刚,20.00830078125,28.91,1977452464,6268672009.67,7268651187.84,32.11681365966797,43502669,094045,145557,5,1/1,1,军工电子
14,002636,金安国纪,9.984214782714844,27.87,439376464,20186670671.79,20289360000.0,2.233130931854248,103282178,094154,094154,0,1/1,1,元件
15,002903,宇环数控,9.996377944946289,30.37,540701968,3238752435.13,4758918260.0,17.264081954956055,79010257,094342,094354,1,2/2,2,通用设备
16,603017,中衡设计,10.040816307067871,13.48,177966284,3723045149.6400003,3723045082.2400002,4.879570484161377,66248808,094406,094406,0,1/1,1,工程咨询
17,600726,华电能源,9.931507110595703,3.21,504528480,23995829227.68,25382549176.32,2.165677547454834,40865547,094633,094633,0,1/1,1,电力
18,300936,中英科技,20.00819969177246,58.54,484635680,2778324498.5,4402208000.0,18.145219802856445,44168430,094851,142533,1,1/1,1,元件
19,000949,新乡化纤,10.0,7.59,791271552,12572416965.57,12575870392.8,6.430042266845703,145268941,095139,095139,0,1/1,1,化学纤维
20,300257,开山股份,19.993009567260742,34.33,1330547760,32774514566.0,34111490373.92,4.199375152587891,8077849,095224,132418,11,1/1,1,通用设备
21,603949,雪龙集团,9.988713264465332,19.49,139787307,4096900790.2599998,4107258399.9399996,3.4896364212036133,17038158,095300,095300,0,1/1,1,汽车零部
22,688655,迅捷兴,20.0,29.4,327806688,3921666000.0,3921666000.0,8.970242500305176,77260318,095642,095642,0,1/1,1,元件
23,600172,黄河旋风,10.043667793273926,10.08,2077826224,12864657960.0,14537219558.4,16.4858341217041,102559151,095703,130712,3,1/1,1,通用设备
24,001400,江顺科技,10.003013610839844,146.04,304150592,2190600000.0,8762400000.0,14.439193725585938,27257489,095736,095736,0,3/2,1,专用设备
