ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688401.SH,20260327,48.5,1.5046,2.4831,0.92,49.1318,37.4084,6.1741,10.7103,8.1173,0.6146,0.6146,19334.8453,19334.8453,11715.4143,937739.9971,937739.9971
300226.SZ,20260327,25.1,2.9002,3.9401,0.7,49.5806,39.6519,3.7613,0.0984,0.1074,0.1992,0.1992,31872.1422,30635.5664,22550.4501,799990.7692,768952.7166
300627.SZ,20260327,32.79,1.1179,1.5023,0.75,44.227,37.8989,6.4287,7.9367,7.009,1.0819,1.0819,78689.2451,64811.6253,48226.8824,2580220.3468,2125173.1936
002100.SZ,20260327,7.3,2.0917,2.9211,0.8,16.4718,22.0896,1.3899,0.5803,0.5631,3.0137,3.0137,136525.1515,136525.1515,97759.3855,996633.606,996633.606
920807.BJ,20260327,11.58,1.5599,2.2523,0.79,86.3463,90.2374,2.2422,3.6785,3.5288,0.8636,0.8636,18188.0,12353.55,8556.0426,210617.04,143054.109
600172.SH,20260327,7.9,6.2116,8.4282,0.65,,,11.539,8.7554,8.3177,,,144218.4476,127625.575,94059.9464,1139325.736,1008242.0425
605300.SH,20260327,10.73,0.3743,1.2806,0.91,58.0874,178.7097,1.7027,2.1101,2.0323,0.5535,0.5535,45439.8597,45439.8597,13279.6631,487569.6946,487569.6946
920163.BJ,20260327,12.59,0.9046,1.5577,0.59,36.2254,38.8476,3.254,2.3194,1.993,0.8737,0.8737,12871.516,6009.1985,3489.661,162052.3864,75655.8091
920207.BJ,20260327,27.97,5.0646,7.5567,0.89,,3277.3568,9.4296,7.7061,6.1797,,0.5363,9219.5,5631.4468,3774.27,257869.415,157511.567
002074.SZ,20260327,37.6,2.7057,4.4776,0.95,56.5224,20.498,2.3972,1.9273,1.7171,0.2626,0.2626,181411.3804,173619.2374,104914.455,6821067.903,6528083.3262
301419.SZ,20260327,41.62,17.0683,33.2535,1.53,109.0929,70.9622,5.2601,14.221,12.0431,1.0011,1.0011,12000.0,7932.66,4071.66,499440.0,330157.3092
002693.SZ,20260327,8.42,3.496,6.8634,0.93,,,8.9326,20.0435,16.154,,,41468.975,41098.1596,20933.7944,349168.7695,346046.5038
600215.SH,20260327,6.83,1.034,1.4741,0.74,48.4316,,1.5552,1.6931,2.8603,0.2226,0.2226,45688.288,45688.288,32049.1173,312051.007,312051.007
301287.SZ,20260327,41.11,4.2238,4.2238,0.56,33.7433,28.8157,2.3678,3.9906,4.5454,1.6541,1.6541,6667.0,1703.135,1703.135,274080.37,70015.8799
603718.SH,20260327,4.62,1.781,2.8763,0.85,17.5943,17.5783,1.9862,11.112,12.2255,1.7068,1.7068,65190.47,64897.97,40184.3012,301179.9714,299828.6214
600273.SH,20260327,9.26,1.6152,2.6687,0.87,12.4679,12.0838,1.2477,1.3727,1.2804,4.242,4.242,135687.9522,135687.9522,82122.7107,1256470.4374,1256470.4374
920230.BJ,20260327,11.0,2.0942,3.564,1.49,49.3662,95.3168,2.6498,3.5708,3.3146,0.6974,0.6974,10071.7495,4724.7748,2776.2397,110789.2445,51972.5228
300481.SZ,20260327,16.06,1.4619,2.2695,0.63,24.4696,31.1996,1.9502,3.3219,3.3569,2.4907,2.4907,29185.5438,29007.5624,18685.6663,468719.8334,465861.4521
920765.BJ,20260327,14.47,1.3616,2.9211,0.7,65.5836,,4.1108,2.3195,2.4043,1.4885,1.4885,8692.0077,5280.7104,2461.4547,125773.3514,76411.8795
920030.BJ,20260327,5.55,1.3687,2.1265,0.56,175.4413,,2.2817,0.4199,0.4187,0.3022,0.3022,17883.9681,11247.4041,7238.9353,99256.023,62423.0928
603206.SH,20260327,15.4,0.452,1.4321,0.51,67.7187,95.0998,2.0718,1.0491,1.132,,,30519.9988,30519.9988,9632.9988,470007.9815,470007.9815
601077.SH,20260327,7.0,0.7371,1.2408,1.15,6.5548,6.5548,0.6063,2.775,2.775,4.3514,4.4794,1135700.0,883824.2409,525035.6542,7949900.0,6186769.6863
300738.SZ,20260327,21.85,5.8587,8.0931,0.69,173.4782,131.5876,6.127,9.9437,8.9426,0.0595,0.0595,98518.127,98490.2306,71297.6799,2152621.075,2152011.5386
603977.SH,20260327,17.0,7.6232,14.8301,1.76,58.4308,69.3847,3.155,4.4855,4.6895,0.5294,0.5294,62124.1828,62124.1828,31933.9396,1056111.1076,1056111.1076
600801.SH,20260327,20.4,0.9941,2.4846,1.29,14.8639,14.8639,1.3228,1.1998,1.1998,3.9184,3.9184,207899.5649,134169.7649,53683.5009,4241151.124,2737063.204
603335.SH,20260327,5.9,2.6876,5.15,0.8,,,11.6748,2.4182,2.6526,,,42814.46,42814.46,22343.71,252605.314,252605.314
603759.SH,20260327,9.91,2.4779,6.2226,0.83,15.0121,17.3212,1.6071,3.0133,1.8225,,,46176.0,46176.0,18387.908,457604.16,457604.16
002004.SZ,20260327,5.22,1.7264,2.2766,0.97,,,1.0656,0.886,0.8728,3.8177,3.8177,197991.9191,188161.9429,142683.5729,1033517.8177,982205.3419
301355.SZ,20260327,12.17,2.8095,2.8095,0.55,63.6811,339.3003,1.5748,1.6956,1.3835,0.8142,0.8142,19509.7928,10020.5428,10020.5428,237434.1784,121950.0059
300244.SZ,20260327,18.5,3.6097,4.0251,0.76,,,1.7871,0.948,1.1008,1.3213,1.3213,62497.9436,50145.9061,44971.2938,1156211.9566,927699.2629
920786.BJ,20260327,8.03,1.9482,2.6693,0.65,,33.1797,2.2059,1.2945,1.27,,,20905.3,14219.6455,10378.394,167869.559,114183.7534
300896.SZ,20260327,120.08,1.0745,1.6873,0.68,28.1447,28.1447,4.7911,14.8149,14.8149,4.1478,4.1478,30259.2061,20445.1326,13020.2472,3633525.4685,2455051.5226
300687.SZ,20260327,18.75,1.3738,1.5449,0.62,54.9421,105.8667,2.7708,3.1968,3.4941,0.3736,0.3736,40841.161,32908.6439,29262.7155,765771.7688,617037.0731
603203.SH,20260327,35.56,0.9532,2.67,0.66,42.5079,36.408,6.1797,9.5443,8.4293,1.7884,1.7884,25366.1118,24915.3318,8895.1047,902018.9356,885989.1988
600850.SH,20260327,22.86,1.4285,2.4706,0.82,28.2427,30.9014,3.2253,1.4524,1.3922,1.8069,1.8069,68019.8741,68019.8741,39330.2528,1554934.3219,1554934.3219
603703.SH,20260327,12.44,4.2374,5.9619,1.53,,,6.2396,6.2577,5.7298,,,41498.212,41498.212,29494.6099,516237.7573,516237.7573
605151.SH,20260327,18.2,1.1044,3.3081,0.63,69.9534,,1.797,1.5125,1.3127,0.4396,0.4396,13455.4222,13455.4222,4491.9877,244888.684,244888.684
300281.SZ,20260327,6.75,0.9383,1.8184,0.59,397.4873,1628.5196,2.253,5.961,6.4621,0.5926,0.5926,41892.358,39732.5912,20502.512,282773.4165,268194.9906
601518.SH,20260327,2.98,1.1105,3.5141,0.8,10.4557,10.3391,1.0025,3.7953,3.7026,2.8859,2.8859,189055.3169,189055.3169,59742.6908,563384.8444,563384.8444
300308.SZ,20260327,598.0,2.0292,2.6945,0.62,128.4831,61.5308,22.1453,27.8453,17.3758,0.1505,0.1505,111111.8334,110550.0482,83254.1236,66444876.3732,66108928.8236
300425.SZ,20260327,4.91,1.3278,2.128,0.62,37.978,53.553,1.4249,2.1799,2.0074,0.5295,0.5295,68222.4853,67907.0327,42372.5593,334972.4028,333423.5306
603182.SH,20260327,15.15,1.0153,1.5528,0.73,22.8425,21.7073,2.2767,1.6751,1.7697,2.6403,2.6403,16455.0,16455.0,10758.5529,249293.25,249293.25
300003.SZ,20260327,16.24,1.964,2.7124,0.93,121.232,70.2189,1.9681,4.905,4.7849,1.8334,1.8334,184339.6544,157888.3882,114320.9257,2993675.9875,2564107.4244
002252.SZ,20260327,5.85,0.4278,0.7463,0.95,24.6239,24.6239,1.1965,5.2846,5.2846,0.5598,0.8186,663798.4837,663378.0112,380306.3587,3883221.1296,3880761.3655
300946.SZ,20260327,44.53,1.4667,2.3353,0.99,79.5652,132.6804,5.8422,11.8705,11.1662,0.5286,0.5286,15600.78,7580.43,4760.73,694702.7334,337556.5479
000812.SZ,20260327,4.23,2.7731,3.341,1.2,77.3895,,1.8086,2.258,2.2832,0.6619,0.6619,76869.2614,76816.097,63759.323,325156.9757,324932.0903
002612.SZ,20260327,16.57,1.585,2.1762,0.69,28.5041,7.0721,2.1483,1.2883,1.2553,2.414,2.414,44244.5375,25473.9227,18552.8277,733131.9864,422102.8991
301548.SZ,20260327,67.6,3.5443,3.7204,0.64,50.9471,44.4809,3.8953,11.364,9.9254,1.0488,0.6346,8700.0,2623.4982,2499.3366,588120.0,177348.4783
920953.BJ,20260327,28.78,1.3616,2.2795,0.7,59.9982,54.5957,6.1268,13.762,11.2667,0.4419,0.4419,12811.599,5988.5753,3577.101,368717.8192,172351.1971
300047.SZ,20260327,11.95,1.7485,1.7837,0.49,328.4504,257.7316,2.3114,0.9342,0.8607,0.1255,0.1255,63774.4672,54664.1741,53585.7298,762104.883,653236.8805
002802.SZ,20260327,12.94,2.1536,3.8538,0.55,39.5901,51.2456,3.7866,5.1488,5.7311,0.761,0.761,18124.589,14968.3207,8364.7145,234532.1817,193690.0699
300942.SZ,20260327,8.56,1.3143,3.0108,0.88,202.5755,110.9827,4.1,15.4622,13.7685,0.2019,0.2019,40506.8764,40506.8764,17681.9633,346738.862,346738.862
000157.SZ,20260327,8.5,0.6539,0.982,0.63,20.882,17.0891,1.2989,1.6164,1.5236,3.5294,5.8824,864853.5236,707041.7363,470792.1672,7351254.9506,6009854.7586
300305.SZ,20260327,6.3,2.1858,2.9549,0.61,,,1.1548,2.1504,2.4623,,,37540.0372,32147.5897,23779.9858,236502.2344,202529.8151
601096.SH,20260327,5.78,1.8921,3.852,0.7,67.1918,46.2095,3.3729,1.5251,1.5612,0.692,0.692,267515.5088,164297.6541,80700.7764,1546239.6409,949640.4407
688501.SH,20260327,25.0,0.7254,1.2085,0.47,33.4037,17.1635,2.7546,2.3634,1.5207,0.9511,0.9511,12422.6,12422.6,7456.4094,310565.0,310565.0
688141.SH,20260327,52.46,4.6018,7.2055,1.8,,,15.1755,14.0723,8.8855,,,45032.1609,45032.1609,28759.6245,2362387.1608,2362387.1608
300203.SZ,20260327,13.63,1.3971,1.8411,0.59,29.567,227.5684,2.1478,1.6926,1.8215,1.8342,1.8342,44873.76,44836.8525,34025.5692,611629.3488,611126.2996
603825.SH,20260327,8.66,0.7364,1.1659,0.69,,,13.3441,1.0802,1.8354,,,25333.6552,25333.6552,16001.0792,219389.454,219389.454
600668.SH,20260327,10.19,0.6426,0.7663,0.6,38.9622,6.1232,0.7286,1.4627,1.5165,0.8178,0.8178,41290.0594,41290.0594,34622.367,420745.7053,420745.7053
603848.SH,20260327,15.49,0.4971,2.9053,0.84,25.0851,30.9697,2.489,4.0035,4.0288,1.2912,1.2912,40240.6511,40240.6511,6884.6511,623327.6855,623327.6855
300290.SZ,20260327,14.21,2.0783,2.5983,0.67,,,11.7136,11.8446,12.1829,,,63973.2569,63954.2444,51154.2444,909059.9805,908789.8129
603877.SH,20260327,13.86,0.3097,1.0513,0.65,25.262,36.4958,1.5259,0.9598,1.0079,2.886,2.886,47107.5735,46932.356,13827.9853,652910.9687,650482.4542
920639.BJ,20260327,7.61,1.4375,1.8468,0.59,63.7335,83.8947,1.8006,0.7642,0.6772,,,20160.0,11875.3634,9243.5288,153417.6,90371.5155
000909.SZ,20260327,6.06,1.4077,2.4036,1.46,,,2.6714,8.2348,8.0646,,,43771.4245,43771.057,25634.2299,265254.8325,265252.6054
688060.SH,20260327,43.08,0.6508,2.123,0.66,,,2.8919,8.7314,6.9043,,,6019.0728,6019.0728,1845.0528,259301.6562,259301.6562
600331.SH,20260327,14.32,2.5073,3.6504,0.54,,,12.0045,9.9733,9.9733,,,264160.0,203200.0,139568.5195,3782771.2,2909824.0
688281.SH,20260327,73.75,0.5459,1.0569,0.52,48.5649,64.1346,4.3306,17.6451,16.066,0.7981,0.7613,27257.0675,27257.0675,14079.2964,2010208.7281,2010208.7281
002675.SZ,20260327,13.16,1.7004,2.1328,1.29,55.4707,55.4707,2.4946,3.9589,3.9589,0.228,0.228,82459.5705,74338.3994,59266.9525,1085167.9478,978293.3361
920001.BJ,20260327,15.58,2.0786,4.1474,0.67,72.6536,,3.35,10.9918,11.2478,1.2836,1.2836,15365.6204,8869.102,4445.0651,239396.3658,138180.6092
603818.SH,20260327,3.59,1.4682,2.5329,0.66,,,1.1325,0.6939,0.7105,,,68654.3855,68654.3855,39795.3283,246469.2439,246469.2439
002485.SZ,20260327,5.03,0.9999,4.0661,0.72,,,2.3235,3.3233,3.5763,,,54400.0,54400.0,13377.7333,273632.0,273632.0
600480.SH,20260327,9.84,0.7321,1.317,0.63,18.3501,16.1894,1.5435,0.6385,0.6149,3.3617,3.3617,122228.4427,121289.5216,67421.9496,1202727.8762,1193488.8925
002577.SZ,20260327,15.83,2.0204,4.85,2.51,120.8949,412.6362,3.8222,10.1541,10.2842,,,28068.8,28067.3,11692.0122,444329.104,444305.359
002281.SZ,20260327,84.5,5.6308,9.3178,0.8,103.0735,74.392,6.9738,8.24,5.9656,0.3078,0.3078,80667.5752,77947.7359,47103.7769,6816410.1044,6586583.6836
603276.SH,20260327,16.55,2.296,2.296,0.7,98.6017,84.2393,1.9716,4.7059,4.4521,0.7474,0.7474,20764.9497,7564.2328,7564.2328,343659.9175,125188.0528
002556.SZ,20260327,6.31,3.0686,4.9318,1.07,35.3572,39.7466,1.6719,0.3816,0.3887,3.8474,3.8474,94651.808,94562.1156,58837.6831,597252.9085,596686.9494
300245.SZ,20260327,13.85,15.8728,19.649,1.83,,,3.5838,9.8628,8.2934,,,30504.9969,30437.8553,24588.196,422494.2071,421564.2959
002630.SZ,20260327,2.19,6.9094,6.9094,1.07,,,10.7158,0.9972,1.3007,,,118080.0,103027.2887,103027.2887,258595.2,225629.7623
002703.SZ,20260327,19.25,4.7012,8.9224,0.65,106.1915,84.7663,7.7497,5.8793,4.7445,0.3117,0.3117,82263.2384,58604.8074,30879.2228,1583567.3392,1128142.5425
688350.SH,20260327,28.18,3.0438,5.2026,1.92,,282.9667,2.2532,2.5783,2.9066,,,14324.4628,14324.4628,8380.6318,403663.3617,403663.3617
300876.SZ,20260327,25.55,1.5307,2.3583,0.66,,,2.7645,5.6402,5.2414,,,10871.9904,8110.4904,5264.2804,277779.3547,207223.0297
603048.SH,20260327,20.8,1.5484,5.4289,0.62,98.0582,98.0582,2.4192,4.2026,4.2026,1.3387,1.6734,14688.0,14688.0,4189.25,305510.4,305510.4
601015.SH,20260327,5.02,6.9234,18.5915,0.55,,,1.8184,0.7032,0.9311,,,204249.7639,204249.7639,76062.3145,1025333.8148,1025333.8148
603270.SH,20260327,23.94,3.479,3.479,0.63,52.6952,35.6391,2.3211,3.8702,2.5961,1.462,1.0443,21910.6667,7071.6667,7071.6667,524541.3608,169295.7008
301071.SZ,20260327,40.31,3.4163,4.7795,0.66,52.2424,149.4161,1.9822,15.289,19.0876,0.3638,0.3638,26027.2313,19459.4167,13909.4402,1049157.6937,784409.0872
601666.SH,20260327,8.61,1.365,2.8371,0.62,9.049,36.3892,0.9257,0.7021,0.9763,6.6333,6.6333,246936.3915,246936.3915,118807.6275,2126122.3308,2126122.3308
300789.SZ,20260327,21.04,1.4949,1.9565,0.38,41.5307,52.4373,2.8406,4.7306,5.1119,0.7224,0.7224,14384.9057,9889.5953,7556.4897,302658.4159,208077.0851
301192.SZ,20260327,27.27,1.7207,2.8858,0.6,65.1012,67.6893,4.3933,6.4517,6.0164,0.9168,0.9168,9990.0,4786.875,2854.32,272427.3,130538.0813
003001.SZ,20260327,17.76,1.7683,2.343,0.68,49.6119,63.6151,2.5818,3.9296,4.5685,1.1295,1.1295,17434.8474,10568.3331,7975.9072,309642.8898,187693.5959
603730.SH,20260327,8.82,1.2144,6.3188,1.39,23.6238,30.3766,4.1525,2.9717,2.9759,3.0525,3.0525,214858.5282,214858.5282,41293.565,1895052.2187,1895052.2187
688707.SH,20260327,14.0,2.568,3.6846,1.17,,,1.7864,3.6317,4.986,,,50874.0205,50874.0205,35457.3393,712236.287,712236.287
300752.SZ,20260327,16.27,1.9346,2.3334,0.52,34.9484,49.1698,3.0511,2.8161,2.5277,,,22849.8956,15726.455,13039.0999,371767.8014,255869.4229
920873.BJ,20260327,6.71,1.1657,1.3467,0.86,,,3.9952,14.1312,11.3504,,,15338.7002,11980.6395,10370.8614,102922.6783,80390.091
300445.SZ,20260327,20.12,2.9992,4.0032,0.87,34.0779,32.7942,3.3617,7.428,6.9932,0.4473,0.4473,21243.0013,14206.4743,10643.6178,427409.1862,285834.2629
000025.SZ,20260327,15.98,0.8941,1.9382,0.65,50.4159,45.2745,3.8112,2.6355,4.0208,0.6258,0.6258,43105.832,39277.832,18118.6699,688831.1954,627659.7554
300017.SZ,20260327,17.43,7.1162,8.0277,0.8,63.5535,49.7549,4.2281,8.6919,8.9048,1.4253,1.4253,245944.9777,230614.1629,204428.3048,4286820.9613,4019604.8593
300867.SZ,20260327,21.52,4.9041,6.0933,0.39,32.1114,23.784,1.5101,3.697,3.7151,0.316,0.316,27174.1053,19162.7822,15422.9304,584786.7461,412383.0729
300803.SZ,20260327,98.4,2.187,3.6252,0.74,263.2701,263.2701,21.8944,38.9768,38.9768,,0.0813,60979.1915,60533.9182,36518.0705,6000352.4436,5956537.5509
002077.SZ,20260327,16.52,5.1756,10.1898,0.79,405.7236,215.8287,2.8591,28.5085,26.1647,,,58034.8513,58034.8513,29476.9403,958735.7435,958735.7435
300256.SZ,20260327,3.54,0.675,1.3803,0.49,,,8.6528,6.6826,5.1601,,,226839.3386,224339.3386,109716.933,803011.2586,794161.2586
002187.SZ,20260327,6.45,1.2148,2.8559,0.74,94.9581,,1.1207,0.8177,1.0659,0.6229,0.6229,70089.4633,70089.4633,29813.1798,452077.0383,452077.0383
002895.SZ,20260327,39.65,2.021,3.7892,0.85,25.1173,19.2369,3.2705,4.068,3.1053,3.4909,3.4909,60590.6383,59496.1483,31732.6783,2402418.8086,2359022.2801
603129.SH,20260327,226.6,0.8728,1.3618,0.81,23.631,19.2595,4.7675,2.3127,1.8815,1.689,1.689,15348.2763,15348.2763,9836.6683,3477919.4096,3477919.4096
300469.SZ,20260327,64.49,3.1022,3.8207,0.94,,,42.0108,59.5731,58.9221,,,24823.8824,24823.2554,20155.2931,1600892.176,1600851.7407
300532.SZ,20260327,10.47,1.8083,2.7875,0.99,17.1966,21.0812,2.6728,2.0079,2.3329,2.8609,2.8609,45402.8786,43177.8785,28010.3843,475368.1389,452072.3879
600546.SH,20260327,11.82,1.1745,2.7902,0.58,10.3301,19.0056,1.4309,0.7927,1.022,5.8376,5.8376,198245.614,198245.614,83444.9858,2343263.1575,2343263.1575
301231.SZ,20260327,31.2,3.9863,4.8391,0.62,,,3.1315,9.9057,8.2105,,,8440.0,6543.1,5390.0,263328.0,204144.72
301551.SZ,20260327,28.39,2.1514,2.5916,0.77,43.4304,39.2199,4.7158,18.5169,18.8261,2.3776,2.3776,40001.0,15455.372,12829.6816,1135628.39,438778.0111
600961.SH,20260327,17.2,2.8787,4.6366,1.0,23.4616,17.3611,5.0358,0.9339,0.8615,,,107287.2703,75181.2398,46677.3173,1845341.0492,1293117.3246
603596.SH,20260327,44.77,1.1964,1.9182,0.74,22.4623,20.5349,3.7112,2.7327,2.3177,0.7795,0.7795,60651.2207,60651.2207,37830.1712,2715355.1507,2715355.1507
301137.SZ,20260327,46.72,2.1831,6.2849,0.6,209.8212,171.1816,6.1956,5.4005,4.8638,0.1926,0.1926,18181.34,18181.34,6315.407,849432.2048,849432.2048
605122.SH,20260327,13.09,1.1627,3.5026,0.75,,,1.1244,1.5974,1.9378,,,17235.4,17235.4,5721.49,225611.386,225611.386
301012.SZ,20260327,29.63,4.6311,7.2597,0.67,82.962,113.4893,5.0041,4.377,4.1349,0.3423,0.3423,19696.0162,19696.0162,12564.3882,583592.96,583592.96
600828.SH,20260327,5.45,0.9756,6.5193,0.64,254.1093,,1.3427,3.4758,3.9105,,,173198.2546,173136.0181,25909.3184,943930.4876,943591.2986
600165.SH,20260327,3.49,0.7183,2.0166,0.78,,,,16.3312,11.5528,,,161588.3775,73291.3646,26104.2699,563943.4375,255786.8625
000682.SZ,20260327,12.63,1.0051,1.7166,0.56,24.7597,22.3473,3.0781,2.2444,2.0961,0.6492,0.6492,134072.7007,134055.6939,78493.1701,1693338.2098,1693123.414
920110.BJ,20260327,33.32,0.5297,0.7993,0.56,29.0186,28.3331,3.5054,6.4945,6.4541,3.0012,3.0012,3900.0,1623.9,1076.2,129948.0,54108.348
688565.SH,20260327,13.49,2.1281,3.2692,0.82,795.5544,208.8874,4.0606,5.4038,7.0995,,,14973.0,14973.0,9746.8,201985.77,201985.77
002721.SZ,20260327,2.94,3.2292,4.6191,2.06,537.7401,,3.8101,20.9759,11.9557,,,265937.8615,265937.8615,185915.208,781857.3128,781857.3128
603583.SH,20260327,31.84,0.5493,1.15,0.62,43.5601,33.2999,2.5979,3.3633,2.9819,0.9366,0.9366,38577.0955,38224.6955,18258.6222,1228294.7207,1217074.3047
600108.SH,20260327,4.85,6.6606,9.2615,0.86,98.2803,99.4976,2.1886,2.2526,2.1832,0.1134,0.1134,194691.5121,194691.5121,140015.2748,944253.8337,944253.8337
600583.SH,20260327,6.72,1.4796,3.3165,0.68,14.254,14.254,1.1179,1.0938,1.0938,2.9911,2.9911,442135.48,442135.48,197245.4091,2971150.4256,2971150.4256
603308.SH,20260327,62.37,1.7966,2.7413,0.66,147.8853,119.8113,8.6292,16.8499,15.547,0.1122,0.1122,67903.6441,67903.6441,44501.3287,4235150.2825,4235150.2825
688135.SH,20260327,26.32,3.1031,4.2282,0.53,,,4.1924,11.9777,9.4545,,,22213.5266,22213.5266,16302.6856,584660.0201,584660.0201
300626.SZ,20260327,20.42,3.555,6.134,0.81,,,6.9469,4.8881,4.5705,,,18000.0,17990.1525,10426.3753,367560.0,367358.9141
688583.SH,20260327,119.0,3.6255,3.6255,0.83,87.2796,110.1687,8.9458,31.6299,28.3875,0.4816,0.4816,8840.0,3080.3442,3080.3442,1051960.0,366560.9598
600523.SH,20260327,13.86,0.6771,1.2614,0.55,29.0923,29.0923,1.7479,2.2209,2.2209,0.9524,0.9524,40431.132,40404.462,21689.7277,560375.4895,560005.8433
603895.SH,20260327,26.37,1.0701,2.0426,0.86,,,14.7093,6.0718,6.3795,,,10808.0,10808.0,5662.4448,285006.96,285006.96
002602.SZ,20260327,16.43,1.0668,1.3091,0.86,99.8191,32.1439,4.1803,5.3538,3.5292,,,737068.2322,679683.3627,553909.6958,12110031.055,11167197.6492
002631.SZ,20260327,7.04,2.6289,5.5612,0.75,,,2.5663,3.681,4.5731,,,79728.2881,79357.2352,37513.5082,561287.1482,558674.9358
301091.SZ,20260327,20.96,0.5979,1.5986,0.62,104.5391,123.3566,4.6682,8.3972,9.1549,0.1872,0.1872,52728.0,52728.0,19721.822,1105178.88,1105178.88
600058.SH,20260327,11.5,0.8171,2.1826,0.73,98.1028,119.2968,2.4678,0.1833,0.2172,,,107191.0711,107191.0711,40130.5789,1232697.3177,1232697.3177
002015.SZ,20260327,17.76,10.7454,20.6745,0.61,58.9522,44.6816,2.3367,2.9429,2.8323,0.5485,0.5485,162332.4614,162332.4614,84370.7172,2883024.5145,2883024.5145
688200.SH,20260327,268.47,1.6452,2.5866,0.97,108.9697,67.5918,8.9164,40.1909,27.0248,0.2788,0.2788,13553.3225,13553.3225,8620.4613,3638660.4916,3638660.4916
301261.SZ,20260327,78.06,2.6657,3.1818,0.61,98.4728,132.6811,4.4563,6.644,6.3513,0.7686,0.7686,8789.0196,3748.3321,3140.365,686070.87,292594.8037
002643.SZ,20260327,15.73,1.2906,2.3901,0.88,58.9502,56.7189,2.0168,3.931,3.8643,0.6406,0.6406,92295.9225,90929.557,49099.7427,1451814.8609,1430321.9316
001211.SZ,20260327,28.52,5.7713,10.0998,1.21,72.2455,90.4268,2.3758,1.5011,1.3479,0.7305,0.7305,7200.0,6699.6575,3828.3402,205344.0,191074.2319
002466.SZ,20260327,57.96,6.9213,10.3092,1.93,,,2.2071,7.5703,9.5127,,,170624.4983,147581.9034,99082.2725,9889395.9215,8553847.1211
603005.SH,20260327,26.9,2.6684,3.168,0.71,47.4637,47.4637,3.807,11.9028,11.9028,0.3119,0.3119,65217.1706,65217.1706,54932.194,1754341.8891,1754341.8891
002956.SZ,20260327,25.79,0.5279,1.1327,0.68,43.2293,36.6929,3.687,3.0365,2.6668,1.6192,1.6192,22324.6885,22322.4301,10404.1501,575753.7164,575695.4723
000548.SZ,20260327,5.39,2.0661,3.0525,0.76,33.0468,58.4992,1.3012,4.263,5.4309,0.9276,0.9276,49921.5811,49917.3999,33786.7542,269077.3221,269054.7855
301211.SZ,20260327,12.07,1.0307,3.3323,1.06,55.0582,133.2771,2.231,11.3049,11.7011,1.4284,1.4284,41760.0,41760.0,12917.0,504043.2,504043.2
920368.BJ,20260327,36.09,3.9807,6.3899,0.63,24.8852,108.2299,2.0093,1.4946,3.8757,0.4156,0.4156,23478.044,22336.9034,13915.2634,847322.608,806138.8437
300522.SZ,20260327,11.0,1.3752,2.2675,0.84,173.7771,173.7771,4.4927,4.9368,4.9368,0.3636,0.3636,32245.1507,26310.5621,15957.3588,354696.6577,289416.1831
002339.SZ,20260327,10.87,6.123,7.3684,0.53,173.395,118.0818,3.1796,2.1091,1.8714,0.184,0.184,50409.2274,47879.3604,39786.5766,547948.3018,520448.6475
301096.SZ,20260327,52.06,2.1837,2.5945,0.83,,,2.1994,7.091,9.6326,,,10922.8284,8278.7179,6967.9101,568642.4465,430990.0539
920961.BJ,20260327,22.26,1.5956,2.0415,0.76,255.2362,829.5987,4.1939,13.6644,15.546,0.2246,0.2246,14284.0508,10395.035,8124.6845,317962.9708,231393.4791
688353.SH,20260327,131.69,11.2637,25.1687,1.87,,1583.063,6.1476,41.6015,24.1574,,,15950.0,15950.0,7138.0532,2100455.5,2100455.5
002989.SZ,20260327,26.49,2.0528,4.216,1.14,,,3.5685,14.7663,17.7002,,,20160.7342,18332.9092,8926.4605,534057.849,485638.7647
301153.SZ,20260327,21.99,2.079,4.9139,1.34,74.2967,232.2424,4.6125,9.4069,11.1623,0.8118,0.8118,35285.058,32923.0008,13929.1795,775918.4254,723976.7876
002880.SZ,20260327,27.53,1.0664,3.8777,0.66,24.6288,27.3041,2.6867,5.1894,5.4771,0.7265,0.7265,22680.0,22680.0,6237.0,624380.4,624380.4
603031.SH,20260327,48.03,2.2528,3.1164,0.61,54.7946,54.7946,4.5623,2.5936,2.5936,0.4092,0.659,25782.4793,21682.0944,15673.4216,1238332.4808,1041390.994
603040.SH,20260327,80.25,1.2135,2.6331,0.76,51.7501,42.2525,7.7082,16.0971,14.096,1.549,1.4246,13645.5896,13574.4146,6256.1671,1095058.5654,1089346.7717
002792.SZ,20260327,40.6,13.688,16.4069,1.51,513.8985,1402.0972,7.638,17.8121,18.2423,0.0613,0.0613,52383.603,33782.4482,28184.0546,2126774.2818,1371567.3969
300617.SZ,20260327,59.09,6.0404,9.4529,0.89,53.4012,80.7979,3.3945,9.0242,11.2131,0.4021,0.4021,16570.7664,13892.3724,8877.2669,979166.5866,820900.2851
600863.SH,20260327,5.33,0.9778,2.0908,0.77,17.9602,20.2377,1.8442,1.8733,2.0114,3.4384,3.4384,783518.956,652688.7811,305250.0385,4176156.0355,3478831.2033
301159.SZ,20260327,42.16,2.6227,3.9597,0.44,,,5.5904,9.7879,9.5749,,,7735.0,5301.4975,3511.4021,326107.6,223511.1346
