trade_date,sector_code,sector_name,sector_type,open,high,low,close,pre_close,pct_chg,vol_hand,amount_yuan,member_count,source,as_of_date,ingested_at
20260515,886094.TI,华为盘古,概念,1090.38,1106.543,1078.933,1084.5,1091.787,-0.6674,8052309.9,163850012.30718,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,884197.TI,,,3245.78,3251.697,3208.0,3223.222,3252.704,-0.9064,9543271.8,94151056.59726001,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,885733.TI,航运概念,概念,1820.063,1821.154,1780.906,1790.372,1821.414,-1.7043,34001180.0,304453365.95600003,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,884048.TI,改性塑料,行业,3499.34,3611.369,3499.34,3555.387,3496.356,1.6884,3422399.0,78313387.3574,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,886108.TI,AI应用,概念,956.303,968.945,946.277,952.292,955.598,-0.346,143985880.0,2586245579.384,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,883412.TI,高市盈率,特色,1301.776,1318.349,1283.052,1296.072,1300.983,-0.3775,79458065.0,2152852704.723,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,700579.TI,,,1432.2878,1440.2807,1432.2878,1440.2807,1432.6632,0.5317,8763197.69,144076609.541059,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,871035.TI,,,1424.014,1424.415,1399.046,1420.068,1417.328,0.1933,1809216.0,10804637.952000001,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,886006.TI,钙钛矿电池,概念,1356.883,1358.78,1318.598,1337.26,1358.16,-1.5388,64893620.0,1137929094.786,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,700052R.TI,同花顺金仓50全收益,TH,2234.77,2261.645,2172.025,2206.617,2237.332,-1.3728,35739475.36,4494585699.430992,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,884009.TI,果蔬加工,行业,2105.111,2105.111,2058.669,2060.64,2097.835,-1.773,442623.37,2831815.796586,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,884073.TI,制冷空调设备,行业,5386.23,5439.364,5279.972,5327.386,5377.429,-0.9306,2900943.6,84127654.49436,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,886061.TI,长安汽车概念,概念,1787.275,1824.998,1775.92,1798.075,1786.275,0.6606,67189414.0,1582532424.7662,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,883418.TI,微盘股,特色,2320.445,2326.732,2277.598,2292.186,2326.654,-1.4814,19594432.0,124945855.0912,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,700366.TI,,,1975.4139,1975.4139,1953.9113,1953.9113,1980.1723,-1.3262,11376894.14,100790180.565088,0.0,ths_daily,20260515,2026-06-18T20:06:42
20260515,871034.TI,,,1246.684,1250.237,1232.05,1235.597,1246.684,-0.8893,759543.53,10491726.688596,0.0,ths_daily,20260515,2026-06-18T20:06:42
