trade_date,index_code,index_name,open,high,low,close,pre_close,pct_chg,vol_hand,amount_yuan,source,as_of_date,ingested_at
20260122,000001.SH,,4126.0717,4140.8378,4109.9232,4122.576,4116.94,0.1369,709695409.0,1201764210200.0,index_daily,20260618,2026-06-18T17:50:41
20260123,000001.SH,,4130.1076,4143.7498,4120.204,4136.1642,4122.576,0.3296,782115454.0,1336857054800.0,index_daily,20260618,2026-06-18T17:50:41
20260126,000001.SH,,4144.7782,4160.9852,4124.7004,4132.6052,4136.1642,-0.086,887439731.0,1451859840000.0,index_daily,20260618,2026-06-18T17:50:41
20260127,000001.SH,,4125.2155,4158.8019,4101.8299,4139.9041,4132.6052,0.1766,754990869.0,1289432378900.0,index_daily,20260618,2026-06-18T17:50:41
20260128,000001.SH,,4150.2152,4170.1468,4138.0188,4151.2378,4139.9041,0.2738,823026748.0,1365526057100.0,index_daily,20260618,2026-06-18T17:50:41
20260129,000001.SH,,4155.9185,4170.2138,4138.2992,4157.9845,4151.2378,0.1625,905908371.0,1485795395400.0,index_daily,20260618,2026-06-18T17:50:41
20260130,000001.SH,,4131.9929,4152.8501,4064.7769,4117.9476,4157.9845,-0.9629,804342746.0,1269855689000.0,index_daily,20260618,2026-06-18T17:50:41
20260202,000001.SH,,4079.7075,4103.4073,4013.6557,4015.7464,4117.9476,-2.4818,732953698.0,1163532654200.0,index_daily,20260618,2026-06-18T17:50:41
20260203,000001.SH,,4043.9061,4069.4179,4002.782,4067.7379,4015.7464,1.2947,637684249.0,1110720213000.0,index_daily,20260618,2026-06-18T17:50:41
20260204,000001.SH,,4064.6772,4104.6207,4062.6825,4102.202,4067.7379,0.8473,674254244.0,1063544769900.0,index_daily,20260618,2026-06-18T17:50:41
20260205,000001.SH,,4075.0254,4088.9041,4048.939,4075.9167,4102.202,-0.6408,596722236.0,946988891300.0,index_daily,20260618,2026-06-18T17:50:41
20260206,000001.SH,,4040.2992,4095.0303,4029.9731,4065.5834,4075.9167,-0.2535,556709801.0,898655033000.0,index_daily,20260618,2026-06-18T17:50:41
20260209,000001.SH,,4103.5396,4123.1587,4093.0561,4123.0897,4065.5834,1.4145,572632582.0,949726336000.0,index_daily,20260618,2026-06-18T17:50:41
20260210,000001.SH,,4127.7658,4134.3382,4117.5635,4128.3731,4123.0897,0.1281,524620969.0,882201747000.0,index_daily,20260618,2026-06-18T17:50:41
20260211,000001.SH,,4124.4277,4142.5612,4122.4283,4131.985,4128.3731,0.0875,500685278.0,822607547300.0,index_daily,20260618,2026-06-18T17:50:41
20260212,000001.SH,,4136.99,4140.5931,4124.1308,4134.0178,4131.985,0.0492,529370116.0,897955034800.0,index_daily,20260618,2026-06-18T17:50:41
20260213,000001.SH,,4115.9243,4123.8443,4079.7702,4082.0726,4134.0178,-1.2565,500799472.0,846808337500.0,index_daily,20260618,2026-06-18T17:50:41
20260224,000001.SH,,4129.1338,4131.5499,4105.9369,4117.4089,4082.0726,0.8656,566322249.0,938611376000.0,index_daily,20260618,2026-06-18T17:50:41
20260225,000001.SH,,4123.7808,4167.8438,4122.6987,4147.2305,4117.4089,0.7243,724787214.0,1085969561200.0,index_daily,20260618,2026-06-18T17:50:41
20260226,000001.SH,,4151.068,4152.1926,4127.1531,4146.6311,4147.2305,-0.0145,651702826.0,1067198717400.0,index_daily,20260618,2026-06-18T17:50:41
20260227,000001.SH,,4128.8974,4166.2344,4128.36,4162.8815,4146.6311,0.3919,682047646.0,1072367831600.0,index_daily,20260618,2026-06-18T17:50:41
20260302,000001.SH,,4151.8011,4188.7702,4131.3676,4182.5909,4162.8815,0.4735,861579218.0,1345892469400.0,index_daily,20260618,2026-06-18T17:50:41
20260303,000001.SH,,4189.4079,4197.228,4116.011,4122.676,4182.5909,-1.4325,921139170.0,1425790202300.0,index_daily,20260618,2026-06-18T17:50:41
20260304,000001.SH,,4087.632,4106.0397,4055.4125,4082.474,4122.676,-0.9751,765169531.0,1113081986100.0,index_daily,20260618,2026-06-18T17:50:41
20260305,000001.SH,,4109.777,4125.6166,4090.6213,4108.567,4082.474,0.6391,689746535.0,1068043734800.0,index_daily,20260618,2026-06-18T17:50:41
20260306,000001.SH,,4085.8954,4129.4647,4085.8954,4124.194,4108.567,0.3804,646765760.0,978805927100.0,index_daily,20260618,2026-06-18T17:50:41
20260309,000001.SH,,4098.6987,4106.5336,4052.5454,4096.6023,4124.194,-0.669,797803556.0,1194106193200.0,index_daily,20260618,2026-06-18T17:50:41
20260310,000001.SH,,4098.5869,4123.9578,4098.5869,4123.138,4096.6023,0.6477,674922194.0,1036427205300.0,index_daily,20260618,2026-06-18T17:50:41
20260311,000001.SH,,4123.6663,4135.8392,4112.7998,4133.4331,4123.138,0.2497,707727169.0,1063600874400.0,index_daily,20260618,2026-06-18T17:50:41
20260312,000001.SH,,4133.1996,4141.6488,4103.1636,4129.1026,4133.4331,-0.1048,786151182.0,1078215329800.0,index_daily,20260618,2026-06-18T17:50:41
20260313,000001.SH,,4117.5738,4134.0794,4086.8469,4095.4485,4129.1026,-0.815,792054764.0,1063918169400.0,index_daily,20260618,2026-06-18T17:50:41
20260316,000001.SH,,4092.2491,4096.1333,4048.0866,4084.7858,4095.4485,-0.2604,732227098.0,1037223834000.0,index_daily,20260618,2026-06-18T17:50:41
20260317,000001.SH,,4086.2953,4108.4,4049.5801,4049.9073,4084.7858,-0.8539,678771224.0,951228129300.0,index_daily,20260618,2026-06-18T17:50:41
20260318,000001.SH,,4053.3052,4065.3734,4023.0295,4062.9844,4049.9073,0.3229,623873102.0,876327491400.0,index_daily,20260618,2026-06-18T17:50:41
20260319,000001.SH,,4028.542,4042.0221,3994.1651,4006.5523,4062.9844,-1.3889,667255422.0,935264956100.0,index_daily,20260618,2026-06-18T17:50:41
20260320,000001.SH,,4004.5732,4022.7033,3955.7113,3957.0527,4006.5523,-1.2355,666798387.0,964863108600.0,index_daily,20260618,2026-06-18T17:50:41
20260323,000001.SH,,3904.9513,3906.622,3794.6844,3813.2829,3957.0527,-3.6333,804738850.0,1086248286000.0,index_daily,20260618,2026-06-18T17:50:41
20260324,000001.SH,,3849.6312,3881.4236,3807.9937,3881.2797,3813.2829,1.7832,680622039.0,931418842700.0,index_daily,20260618,2026-06-18T17:50:41
20260325,000001.SH,,3892.269,3933.0613,3891.8159,3931.8375,3881.2797,1.3026,688343626.0,967854261200.0,index_daily,20260618,2026-06-18T17:50:41
20260326,000001.SH,,3924.9621,3937.1041,3880.5729,3889.0835,3931.8375,-1.0874,615973981.0,848361335100.0,index_daily,20260618,2026-06-18T17:50:41
20260327,000001.SH,,3852.0936,3924.1075,3852.0936,3913.7238,3889.0835,0.6336,561342963.0,799696430900.0,index_daily,20260618,2026-06-18T17:50:41
20260330,000001.SH,,3884.2769,3924.2893,3872.7756,3923.2869,3913.7238,0.2443,595589479.0,839822434700.0,index_daily,20260618,2026-06-18T17:50:41
20260331,000001.SH,,3924.067,3948.8107,3891.8605,3891.8605,3923.2869,-0.801,606704983.0,891945339600.0,index_daily,20260618,2026-06-18T17:50:41
20260401,000001.SH,,3939.5658,3955.943,3929.9213,3948.5521,3891.8605,1.4567,564611598.0,897278213900.0,index_daily,20260618,2026-06-18T17:50:41
20260402,000001.SH,,3940.7989,3952.5761,3900.1164,3919.2852,3948.5521,-0.7412,544212835.0,811896567000.0,index_daily,20260618,2026-06-18T17:50:41
20260403,000001.SH,,3927.5923,3929.5285,3871.3004,3880.0967,3919.2852,-0.9999,492699082.0,713830332100.0,index_daily,20260618,2026-06-18T17:50:41
20260407,000001.SH,,3884.1505,3902.6065,3875.6843,3890.1645,3880.0967,0.2595,473615076.0,723905837300.0,index_daily,20260618,2026-06-18T17:50:41
20260408,000001.SH,,3930.2507,3994.9975,3926.2489,3994.9975,3890.1645,2.6948,644135352.0,1074211701300.0,index_daily,20260618,2026-06-18T17:50:41
20260409,000001.SH,,3967.6296,3979.1271,3955.2458,3966.1712,3994.9975,-0.7216,541569801.0,902481840100.0,index_daily,20260618,2026-06-18T17:50:41
20260410,000001.SH,,3985.464,4011.0243,3979.814,3986.2247,3966.1712,0.5056,546415541.0,955664107200.0,index_daily,20260618,2026-06-18T17:50:41
20260413,000001.SH,,3971.1985,3991.2622,3966.1981,3988.558,3986.2247,0.0585,545781768.0,919436481800.0,index_daily,20260618,2026-06-18T17:50:41
20260414,000001.SH,,4006.7267,4026.6256,3992.4071,4026.6256,3988.558,0.9544,570259003.0,998435132000.0,index_daily,20260618,2026-06-18T17:50:41
20260415,000001.SH,,4039.4711,4050.6208,4020.9039,4027.2095,4026.6256,0.0145,569458589.0,1028851871500.0,index_daily,20260618,2026-06-18T17:50:41
