ts_code,name,con_name,con_code,trade_date,desc,hot_num
000229.KP,电力,湖南发展,000722.SZ,20260324,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,6776
000229.KP,电力,湖南发展,000722.SZ,20260323,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,1597
000229.KP,电力,湖南发展,000722.SZ,20260322,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,4974
000229.KP,电力,湖南发展,000722.SZ,20260321,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,3752
000229.KP,电力,湖南发展,000722.SZ,20260320,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,1457
000229.KP,电力,湖南发展,000722.SZ,20260319,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,533
000229.KP,电力,湖南发展,000722.SZ,20260318,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,519
000229.KP,电力,湖南发展,000722.SZ,20260317,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,696
000229.KP,电力,湖南发展,000722.SZ,20260316,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,520
000229.KP,电力,湖南发展,000722.SZ,20260315,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,2241
000229.KP,电力,湖南发展,000722.SZ,20260314,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,1432
000229.KP,电力,湖南发展,000722.SZ,20260313,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,623
000229.KP,电力,湖南发展,000722.SZ,20260312,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,876
000229.KP,电力,湖南发展,000722.SZ,20260311,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,595
000229.KP,电力,湖南发展,000722.SZ,20260310,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,495
000229.KP,电力,湖南发展,000722.SZ,20260309,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,597
000229.KP,电力,湖南发展,000722.SZ,20260308,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,3121
000229.KP,电力,湖南发展,000722.SZ,20260307,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,2077
000229.KP,电力,湖南发展,000722.SZ,20260306,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,746
000229.KP,电力,湖南发展,000722.SZ,20260305,公司主要开展水力发电、 光伏发电等清洁能源项目投资、 开发、 建设及运营管理。,576
