序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,000720,新能泰山,9.90338134765625,4.55,74924623,5717218648.05,5717218634.4,1.3105082511901855,410505322,092500,092500,0,2/2,2,电网设备
2,000722,湖南发展,9.99338150024414,16.62,94293886,7714310646.84,7714310746.56,1.222324252128601,234007622,092500,092500,0,2/2,2,电力
3,002902,铭普光磁,10.004239082336426,25.95,168156000,4609556783.7,6098485158.9,3.64798641204834,487107450,092500,092500,0,1/1,1,通信设备
4,600666,奥瑞德,10.0,5.28,315037600,12776295496.800001,14527642229.76,2.4657976627349854,484476896,092502,092502,0,6/4,2,光学光电
5,600758,辽宁能源,10.0,5.72,913723648,7554652213.679999,7561939482.24,12.123384475708008,182037856,092503,093354,3,3/3,3,煤炭开采
6,000859,国风新材,10.0,10.34,214236011,9263867302.14,9264394652.48,2.3125979900360107,189970099,093000,093000,0,1/1,1,塑料
7,000889,中嘉博创,9.937888145446777,3.54,73899721,3079267853.04,3314470564.8,2.4046742916107178,43489781,093000,093000,0,1/1,1,通信服务
8,000601,韶能股份,10.049627304077148,8.87,1915183456,9309303665.089998,9440725319.359999,20.873851776123047,350984480,093024,094724,4,14/7,2,电力
9,603601,再升科技,9.990999221801758,12.22,1270383696,13959406665.62,13959406726.720001,9.116840362548828,477552663,093053,093053,0,1/1,1,专业工程
10,002491,通鼎互联,10.038609504699707,11.4,446135472,13411745129.4,14021937254.4,3.3670260906219482,372183369,093118,093118,0,2/2,2,通信设备
11,002192,融捷股份,10.0,64.46,2381784048,16702725523.88,16737374385.38,14.334547996520996,120320391,093127,112936,19,2/2,2,能源金属
12,603538,美诺华,9.98641300201416,32.38,653548528,7000422723.92,7138176310.320001,9.408037185668945,143303356,093149,093643,3,4/3,2,化学制药
13,600396,华电辽能,10.026385307312012,8.34,768486752,12282374853.78,12282374845.44,6.331953525543213,189051954,093311,093423,1,14/9,8,电力
14,002467,二六三,9.98509693145752,7.38,906023488,10087603602.66,10150244415.36,9.07375431060791,557351245,093312,093418,1,1/1,1,通信服务
