ts_code,name,con_name,con_code,trade_date,desc,hot_num
000229.KP,电力,中闽能源,600163.SH,20260324,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1359
000229.KP,电力,中闽能源,600163.SH,20260323,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1638
000229.KP,电力,中闽能源,600163.SH,20260322,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,3278
000229.KP,电力,中闽能源,600163.SH,20260321,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2216
000229.KP,电力,中闽能源,600163.SH,20260320,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,771
000229.KP,电力,中闽能源,600163.SH,20260319,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,697
000229.KP,电力,中闽能源,600163.SH,20260318,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,586
000229.KP,电力,中闽能源,600163.SH,20260317,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,691
000229.KP,电力,中闽能源,600163.SH,20260316,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,613
000229.KP,电力,中闽能源,600163.SH,20260315,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,3124
000255.KP,风电,中闽能源,600163.SH,20260315,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,3124
000229.KP,电力,中闽能源,600163.SH,20260314,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1997
000255.KP,风电,中闽能源,600163.SH,20260314,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,1997
000255.KP,风电,中闽能源,600163.SH,20260313,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,758
000229.KP,电力,中闽能源,600163.SH,20260313,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,758
000229.KP,电力,中闽能源,600163.SH,20260312,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1050
000229.KP,电力,中闽能源,600163.SH,20260311,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1356
000229.KP,电力,中闽能源,600163.SH,20260310,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,537
000229.KP,电力,中闽能源,600163.SH,20260309,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,637
000229.KP,电力,中闽能源,600163.SH,20260308,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2705
000229.KP,电力,中闽能源,600163.SH,20260307,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1822
000229.KP,电力,中闽能源,600163.SH,20260306,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,625
000229.KP,电力,中闽能源,600163.SH,20260305,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,681
000229.KP,电力,中闽能源,600163.SH,20260304,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,523
000229.KP,电力,中闽能源,600163.SH,20260302,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,721
000229.KP,电力,中闽能源,600163.SH,20260301,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,3085
000229.KP,电力,中闽能源,600163.SH,20260228,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2276
000229.KP,电力,中闽能源,600163.SH,20260227,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,780
000229.KP,电力,中闽能源,600163.SH,20260226,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,365
000229.KP,电力,中闽能源,600163.SH,20260225,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,275
000229.KP,电力,中闽能源,600163.SH,20260224,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,413
000229.KP,电力,中闽能源,600163.SH,20260223,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2396
000229.KP,电力,中闽能源,600163.SH,20260222,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2238
000229.KP,电力,中闽能源,600163.SH,20260221,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1946
000229.KP,电力,中闽能源,600163.SH,20260220,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1966
000229.KP,电力,中闽能源,600163.SH,20260219,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1583
000229.KP,电力,中闽能源,600163.SH,20260218,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1402
000229.KP,电力,中闽能源,600163.SH,20260217,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1212
000229.KP,电力,中闽能源,600163.SH,20260216,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1014
000229.KP,电力,中闽能源,600163.SH,20260215,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,980
000229.KP,电力,中闽能源,600163.SH,20260214,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,713
000229.KP,电力,中闽能源,600163.SH,20260213,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,272
000229.KP,电力,中闽能源,600163.SH,20260212,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,350
000229.KP,电力,中闽能源,600163.SH,20260203,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,582
000229.KP,电力,中闽能源,600163.SH,20260202,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,915
000229.KP,电力,中闽能源,600163.SH,20260121,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1117
000229.KP,电力,中闽能源,600163.SH,20260120,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1633
000229.KP,电力,中闽能源,600163.SH,20260119,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,2968
000229.KP,电力,中闽能源,600163.SH,20260117,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1294
000229.KP,电力,中闽能源,600163.SH,20260116,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,504
000229.KP,电力,中闽能源,600163.SH,20251106,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,1204
000365.KP,地方国资,中闽能源,600163.SH,20251105,公司最终控制人为福建省人民政府国有资产监督管理委员会,2336
000229.KP,电力,中闽能源,600163.SH,20251105,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,3525
000365.KP,地方国资,中闽能源,600163.SH,20251104,公司最终控制人为福建省人民政府国有资产监督管理委员会,3759
000365.KP,地方国资,中闽能源,600163.SH,20251102,公司最终控制人为福建省人民政府国有资产监督管理委员会,1228
000365.KP,地方国资,中闽能源,600163.SH,20251101,公司最终控制人为福建省人民政府国有资产监督管理委员会,617
000365.KP,地方国资,中闽能源,600163.SH,20251031,公司最终控制人为福建省人民政府国有资产监督管理委员会,373
000365.KP,地方国资,中闽能源,600163.SH,20251030,公司最终控制人为福建省人民政府国有资产监督管理委员会,373
000365.KP,地方国资,中闽能源,600163.SH,20251029,公司最终控制人为福建省人民政府国有资产监督管理委员会,364
000365.KP,地方国资,中闽能源,600163.SH,20251027,公司最终控制人为福建省人民政府国有资产监督管理委员会,474
000255.KP,风电,中闽能源,600163.SH,20251027,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,474
000229.KP,电力,中闽能源,600163.SH,20251027,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,474
000229.KP,电力,中闽能源,600163.SH,20251026,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,700
000255.KP,风电,中闽能源,600163.SH,20251026,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,700
000365.KP,地方国资,中闽能源,600163.SH,20251026,公司最终控制人为福建省人民政府国有资产监督管理委员会,700
000229.KP,电力,中闽能源,600163.SH,20251025,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,541
000255.KP,风电,中闽能源,600163.SH,20251025,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,541
000365.KP,地方国资,中闽能源,600163.SH,20251025,公司最终控制人为福建省人民政府国有资产监督管理委员会,541
000365.KP,地方国资,中闽能源,600163.SH,20251024,公司最终控制人为福建省人民政府国有资产监督管理委员会,352
000255.KP,风电,中闽能源,600163.SH,20251024,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,352
000229.KP,电力,中闽能源,600163.SH,20251024,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,352
000255.KP,风电,中闽能源,600163.SH,20251023,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,379
000229.KP,电力,中闽能源,600163.SH,20251023,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,379
000365.KP,地方国资,中闽能源,600163.SH,20251023,公司最终控制人为福建省人民政府国有资产监督管理委员会,379
000255.KP,风电,中闽能源,600163.SH,20251022,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,341
000229.KP,电力,中闽能源,600163.SH,20251022,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,341
000229.KP,电力,中闽能源,600163.SH,20251021,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,353
000255.KP,风电,中闽能源,600163.SH,20251021,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,353
000229.KP,电力,中闽能源,600163.SH,20251020,公司的主营业务是风力发电、光伏发电等新能源项目的投资开发及建设运营。,422
000255.KP,风电,中闽能源,600163.SH,20251020,公司是福建省最早介入海上风电项目开发的风电企业之一，运营管理的莆田平海湾海上风电场,422
