序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
1,002309,中利集团,10.023866653442383,4.61,264749119,11092269939.880001,13865337457.12,2.386789321899414,473453407,092500,092500,0,3/3,3,光伏设备
2,000720,新能泰山,10.106383323669434,4.14,107283136,5202040703.94,5202040691.5199995,2.0623278617858887,124971277,092500,092500,0,1/1,1,电网设备
3,603759,海天股份,9.989142417907715,10.13,56912640,4677628800.0,4677628800.0,1.2166985273361206,45959536,092502,092502,0,1/1,1,环境治理
4,002350,北京科锐,10.02194595336914,15.04,328687296,7979494123.839999,8156663413.759999,4.14653205871582,150310181,093018,093018,0,1/1,1,电网设备
5,002192,融捷股份,10.005632400512695,58.6,1713840992,15184295930.800001,15215794895.800001,11.366257667541504,113672162,093027,103518,5,1/1,1,能源金属
6,002083,孚日股份,10.0401611328125,10.96,851831312,10375163571.52,10375163527.68,8.3427095413208,63015616,093039,142103,1,1/1,1,纺织制造
7,002218,拓日新能,10.015174865722656,7.25,1323987600,10094887305.25,10244398944.0,13.22293472290039,314921998,093042,093336,1,2/2,2,电力
8,300385,雪浪环境,19.9871883392334,18.73,461292784,5444111116.09,6239823381.28,8.632525444030762,81420883,093042,093042,0,2/2,2,环境治理
9,002316,亚联发展,9.936574935913086,5.2,293841088,1772082000.0,2044224000.0,16.98030662536621,17437680,093045,143136,2,1/1,1,通信服务
10,600758,辽宁能源,9.936574935913086,5.2,652508704,6867865648.8,6874490438.400001,9.575026512145996,231621899,093114,093114,0,2/2,2,煤炭开采
11,300497,富祥药业,19.971771240234375,17.0,1594103104,7494325679.0,9157031776.0,21.417972564697266,41401800,093151,095142,5,1/1,1,化学制药
12,601226,华电科工,10.033822059631348,9.76,455895072,11343303312.0,11343303272.96,4.0477471351623535,61510448,093400,093945,2,1/1,1,专业工程
13,000722,湖南发展,9.970888137817383,15.11,306761280,7013431641.0199995,7013431731.679999,4.456103324890137,134234202,093421,093421,0,1/1,1,电力
14,000035,中国天楹,10.029498100280762,7.46,1275056176,17255172080.079998,17814724449.28,7.479855060577393,38753954,093503,105003,3,1/1,1,环境治理
15,002445,中南文化,9.97304630279541,4.08,943263808,9654834369.84,9696558746.880001,9.947997093200684,112708225,093512,094651,1,12/7,1,通用设备
16,000601,韶能股份,9.959073066711426,8.06,2245346224,8459186870.42,8578607223.68,27.237457275390625,97958547,093536,103409,2,5/4,1,电力
17,600475,华光环能,10.029325485229492,18.76,573341680,17688536276.04,17933917057.280003,3.2926106452941895,41246730,093549,110325,1,1/1,1,电力
18,600192,长城电工,9.975668907165527,9.04,258877371,3993401919.9999995,3993401919.9999995,6.5720601081848145,23870110,093616,144328,1,1/1,1,电网设备
19,688551,科威尔,20.0,47.34,194477962,3979907364.0600004,3979907364.0600004,4.977853775024414,44313695,093631,093631,0,1/1,1,其他电源
20,002323,雅博股份,10.084033966064453,2.62,485906080,5555400640.88,5556640456.320001,8.925381660461426,151479274,093712,093712,0,8/4,1,专业工程
21,603165,荣晟环保,9.978463172912598,15.32,362753872,4618623672.12,4618623595.52,8.019037246704102,42663166,093717,093957,1,3/2,1,造纸
22,002498,汉缆股份,10.0,8.8,2631998160,29275804800.000004,29275804800.000004,9.099106788635254,163024162,093724,102136,3,1/1,1,电网设备
23,600396,华电辽能,10.014513969421387,7.58,1742915072,11163117672.86,11163117665.28,16.074434280395508,140548193,093815,100336,3,13/8,7,电力
24,600744,华银电力,10.037641525268555,8.77,2635764704,17812959882.98,17812959865.44,15.062112808227539,192055659,093815,112336,1,1/1,1,电力
25,603538,美诺华,10.014947891235352,29.44,546583600,6364806824.96,6490052828.16,8.743934631347656,105932627,094006,094006,0,3/2,1,化学制药
26,000509,华塑控股,10.024450302124023,4.5,389420944,4829061636.0,4829076216.0,8.331635475158691,63453096,094524,094524,0,3/2,1,光学光电
27,002491,通鼎互联,9.978768348693848,10.36,1781116304,12188217503.56,12742742978.56,14.875236511230469,71935550,094803,140057,4,1/1,1,通信设备
28,600539,狮头股份,10.028116226196289,11.74,160111457,2700200000.0,2700200000.0,6.084651947021484,57898158,094854,095230,1,1/1,1,互联网电
29,603929,亚翔集成,10.0,191.18,726313616,40790164800.0,40790164800.0,1.8458783626556396,135801654,095233,095233,0,8/4,1,专业工程
30,601606,长城军工,10.011185646057129,39.34,931941392,28491145256.000004,28491145256.000004,3.3663501739501953,289168906,095308,095308,0,1/1,1,地面兵装
31,603421,鼎信通讯,9.989593505859375,10.57,521859744,6893653701.27,6893653711.84,7.84913969039917,47559503,095409,095627,1,1/1,1,通信设备
32,601858,中国科传,10.018132209777832,24.27,364938832,19185435000.0,19185435000.0,1.9574315547943115,102701029,095739,101021,1,1/1,1,出版
33,600698,湖南天雁,10.059171676635742,7.44,177157738,6178560953.04,7950664696.320001,2.9420006275177,53389484,100355,100355,0,1/1,1,汽车零部
34,002265,建设工业,10.014873504638672,22.19,442501584,22923166631.33,22923166476.0,1.9710031747817993,58584040,100654,102218,1,1/1,1,汽车零部
35,600666,奥瑞德,10.091742515563965,4.8,1763472880,11614814088.0,13206947481.6,15.738885879516602,160447680,102239,102239,0,5/3,1,光学光电
36,605299,舒华体育,10.027284622192383,16.13,736660240,6600823815.99,6600823896.639999,11.735651969909668,10426432,102326,131511,1,3/2,1,文娱用品
37,301226,祥明智能,20.0,42.96,728894784,4674048000.0,4674048000.0,16.3364315032959,106826913,102439,102439,0,1/1,1,电机Ⅱ
38,002795,永和智控,10.029940605163574,7.35,143286968,3193052760.45,3246402566.3999996,4.6558427810668945,101673814,102624,102624,0,1/1,1,通用设备
39,002771,真视通,10.007147789001465,15.39,196759877,2685780540.4500003,3228269499.0,7.725379943847656,80066167,102803,102803,0,1/1,1,IT服务Ⅱ
40,603017,中衡设计,10.031596183776855,13.93,250925879,3847330781.49,3847330711.84,6.8047285079956055,125824118,103254,103254,0,1/1,1,工程咨询
41,000677,恒天海龙,10.044642448425293,4.93,461072848,4259411283.64,4259411303.3599997,11.435458183288574,96009496,103515,103515,0,3/2,1,化学纤维
42,600186,莲花控股,10.081300735473633,6.77,1292360704,12052551730.07,12137016612.8,11.175945281982422,65699789,103844,104114,2,4/2,1,调味发酵
43,600821,金开新能,10.039761543273926,11.07,6439102720,22109706424.71,22109706457.920002,30.715179443359375,295796256,103918,133130,3,1/1,1,电力
44,300335,迪森股份,20.0,8.4,887038720,3226953777.6,4006904025.6000004,28.91683006286621,102136171,103930,103930,0,1/1,1,电力
45,603115,海星股份,9.996875762939453,35.21,344002688,8516960984.0,8516960984.0,4.136709213256836,73109938,104159,104159,0,1/1,1,元件
46,000065,北方国际,9.976798057556152,14.22,659942288,13863963735.36,16515707515.2,4.918849468231201,71023780,104509,104509,0,1/1,1,专业工程
